image,output,flag,username,timestamp
C:\Users\91960\Downloads\MLProject\flagged\image\7f97baa4229cb3d0c069fe8153f9ee3f3968f4f2\tmp15u_rc0l.jpg,"Result: Negative (Not Crack)
Confidence: 0.00",,,2023-10-13 20:37:13.921206
